dataset,split,image_path,ex_path,he_path,ma_path,se_path,tjdr_ann_path
DDR,train,DDR-SEGMENTATION/valid/image/007-6236-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-6236-300.tif,DDR-SEGMENTATION/valid/label/HE/007-6236-300.tif,DDR-SEGMENTATION/valid/label/MA/007-6236-300.tif,DDR-SEGMENTATION/valid/label/SE/007-6236-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-7025-400.jpg,DDR-SEGMENTATION/valid/label/EX/007-7025-400.tif,DDR-SEGMENTATION/valid/label/HE/007-7025-400.tif,DDR-SEGMENTATION/valid/label/MA/007-7025-400.tif,DDR-SEGMENTATION/valid/label/SE/007-7025-400.tif,
TJDR,train,TJDR/train/image/TJDR_train_086.png,,,,,TJDR/train/annotation/TJDR_train_086.png
DDR,train,DDR-SEGMENTATION/valid/image/007-7023-400.jpg,DDR-SEGMENTATION/valid/label/EX/007-7023-400.tif,DDR-SEGMENTATION/valid/label/HE/007-7023-400.tif,DDR-SEGMENTATION/valid/label/MA/007-7023-400.tif,DDR-SEGMENTATION/valid/label/SE/007-7023-400.tif,
TJDR,train,TJDR/train/image/TJDR_train_132.png,,,,,TJDR/train/annotation/TJDR_train_132.png
DDR,train,DDR-SEGMENTATION/valid/image/20170524181209695.jpg,DDR-SEGMENTATION/valid/label/EX/20170524181209695.tif,DDR-SEGMENTATION/valid/label/HE/20170524181209695.tif,DDR-SEGMENTATION/valid/label/MA/20170524181209695.tif,DDR-SEGMENTATION/valid/label/SE/20170524181209695.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_33.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_33_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_33_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_33_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_33_SE.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-1829-100.jpg,DDR-SEGMENTATION/train/label/EX/007-1829-100.tif,DDR-SEGMENTATION/train/label/HE/007-1829-100.tif,DDR-SEGMENTATION/train/label/MA/007-1829-100.tif,DDR-SEGMENTATION/train/label/SE/007-1829-100.tif,
TJDR,train,TJDR/train/image/TJDR_train_113.png,,,,,TJDR/train/annotation/TJDR_train_113.png
DDR,train,DDR-SEGMENTATION/valid/image/007-5937-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5937-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5937-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5937-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5937-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3987-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3987-200.tif,DDR-SEGMENTATION/train/label/HE/007-3987-200.tif,DDR-SEGMENTATION/train/label/MA/007-3987-200.tif,DDR-SEGMENTATION/train/label/SE/007-3987-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_424.png,,,,,TJDR/train/annotation/TJDR_train_424.png
DDR,train,DDR-SEGMENTATION/train/image/007-5617-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5617-300.tif,DDR-SEGMENTATION/train/label/HE/007-5617-300.tif,DDR-SEGMENTATION/train/label/MA/007-5617-300.tif,DDR-SEGMENTATION/train/label/SE/007-5617-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_013.png,,,,,TJDR/train/annotation/TJDR_train_013.png
TJDR,train,TJDR/train/image/TJDR_train_126.png,,,,,TJDR/train/annotation/TJDR_train_126.png
DDR,train,DDR-SEGMENTATION/valid/image/20170617103821616.jpg,DDR-SEGMENTATION/valid/label/EX/20170617103821616.tif,DDR-SEGMENTATION/valid/label/HE/20170617103821616.tif,DDR-SEGMENTATION/valid/label/MA/20170617103821616.tif,DDR-SEGMENTATION/valid/label/SE/20170617103821616.tif,
TJDR,train,TJDR/train/image/TJDR_train_199.png,,,,,TJDR/train/annotation/TJDR_train_199.png
TJDR,train,TJDR/train/image/TJDR_train_005.png,,,,,TJDR/train/annotation/TJDR_train_005.png
TJDR,train,TJDR/train/image/TJDR_train_104.png,,,,,TJDR/train/annotation/TJDR_train_104.png
TJDR,train,TJDR/train/image/TJDR_train_117.png,,,,,TJDR/train/annotation/TJDR_train_117.png
DDR,train,DDR-SEGMENTATION/train/image/007-4465-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4465-200.tif,DDR-SEGMENTATION/train/label/HE/007-4465-200.tif,DDR-SEGMENTATION/train/label/MA/007-4465-200.tif,DDR-SEGMENTATION/train/label/SE/007-4465-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_266.png,,,,,TJDR/train/annotation/TJDR_train_266.png
DDR,train,DDR-SEGMENTATION/valid/image/007-6166-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-6166-300.tif,DDR-SEGMENTATION/valid/label/HE/007-6166-300.tif,DDR-SEGMENTATION/valid/label/MA/007-6166-300.tif,DDR-SEGMENTATION/valid/label/SE/007-6166-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5079-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5079-300.tif,DDR-SEGMENTATION/train/label/HE/007-5079-300.tif,DDR-SEGMENTATION/train/label/MA/007-5079-300.tif,DDR-SEGMENTATION/train/label/SE/007-5079-300.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_28.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_28_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_28_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_28_MA.tif,,
DDR,train,DDR-SEGMENTATION/valid/image/007-5846-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5846-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5846-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5846-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5846-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3430-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3430-200.tif,DDR-SEGMENTATION/train/label/HE/007-3430-200.tif,DDR-SEGMENTATION/train/label/MA/007-3430-200.tif,DDR-SEGMENTATION/train/label/SE/007-3430-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4145-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4145-200.tif,DDR-SEGMENTATION/train/label/HE/007-4145-200.tif,DDR-SEGMENTATION/train/label/MA/007-4145-200.tif,DDR-SEGMENTATION/train/label/SE/007-4145-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170602155248106.jpg,DDR-SEGMENTATION/valid/label/EX/20170602155248106.tif,DDR-SEGMENTATION/valid/label/HE/20170602155248106.tif,DDR-SEGMENTATION/valid/label/MA/20170602155248106.tif,DDR-SEGMENTATION/valid/label/SE/20170602155248106.tif,
TJDR,train,TJDR/train/image/TJDR_train_145.png,,,,,TJDR/train/annotation/TJDR_train_145.png
DDR,train,DDR-SEGMENTATION/train/image/007-2110-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2110-100.tif,DDR-SEGMENTATION/train/label/HE/007-2110-100.tif,DDR-SEGMENTATION/train/label/MA/007-2110-100.tif,DDR-SEGMENTATION/train/label/SE/007-2110-100.tif,
TJDR,train,TJDR/train/image/TJDR_train_223.png,,,,,TJDR/train/annotation/TJDR_train_223.png
DDR,train,DDR-SEGMENTATION/train/image/007-2369-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2369-100.tif,DDR-SEGMENTATION/train/label/HE/007-2369-100.tif,DDR-SEGMENTATION/train/label/MA/007-2369-100.tif,DDR-SEGMENTATION/train/label/SE/007-2369-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3784-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3784-200.tif,DDR-SEGMENTATION/train/label/HE/007-3784-200.tif,DDR-SEGMENTATION/train/label/MA/007-3784-200.tif,DDR-SEGMENTATION/train/label/SE/007-3784-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_418.png,,,,,TJDR/train/annotation/TJDR_train_418.png
DDR,train,DDR-SEGMENTATION/train/image/007-4252-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4252-200.tif,DDR-SEGMENTATION/train/label/HE/007-4252-200.tif,DDR-SEGMENTATION/train/label/MA/007-4252-200.tif,DDR-SEGMENTATION/train/label/SE/007-4252-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4655-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4655-200.tif,DDR-SEGMENTATION/train/label/HE/007-4655-200.tif,DDR-SEGMENTATION/train/label/MA/007-4655-200.tif,DDR-SEGMENTATION/train/label/SE/007-4655-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5269-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5269-300.tif,DDR-SEGMENTATION/train/label/HE/007-5269-300.tif,DDR-SEGMENTATION/train/label/MA/007-5269-300.tif,DDR-SEGMENTATION/train/label/SE/007-5269-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5854-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5854-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5854-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5854-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5854-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170615145539585.jpg,DDR-SEGMENTATION/valid/label/EX/20170615145539585.tif,DDR-SEGMENTATION/valid/label/HE/20170615145539585.tif,DDR-SEGMENTATION/valid/label/MA/20170615145539585.tif,DDR-SEGMENTATION/valid/label/SE/20170615145539585.tif,
TJDR,train,TJDR/train/image/TJDR_train_209.png,,,,,TJDR/train/annotation/TJDR_train_209.png
TJDR,train,TJDR/train/image/TJDR_train_407.png,,,,,TJDR/train/annotation/TJDR_train_407.png
TJDR,train,TJDR/train/image/TJDR_train_159.png,,,,,TJDR/train/annotation/TJDR_train_159.png
TJDR,train,TJDR/train/image/TJDR_train_214.png,,,,,TJDR/train/annotation/TJDR_train_214.png
TJDR,train,TJDR/train/image/TJDR_train_211.png,,,,,TJDR/train/annotation/TJDR_train_211.png
DDR,train,DDR-SEGMENTATION/train/image/007-5492-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5492-300.tif,DDR-SEGMENTATION/train/label/HE/007-5492-300.tif,DDR-SEGMENTATION/train/label/MA/007-5492-300.tif,DDR-SEGMENTATION/train/label/SE/007-5492-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_168.png,,,,,TJDR/train/annotation/TJDR_train_168.png
TJDR,train,TJDR/train/image/TJDR_train_095.png,,,,,TJDR/train/annotation/TJDR_train_095.png
DDR,train,DDR-SEGMENTATION/valid/image/20170511152728021.jpg,DDR-SEGMENTATION/valid/label/EX/20170511152728021.tif,DDR-SEGMENTATION/valid/label/HE/20170511152728021.tif,DDR-SEGMENTATION/valid/label/MA/20170511152728021.tif,DDR-SEGMENTATION/valid/label/SE/20170511152728021.tif,
TJDR,train,TJDR/train/image/TJDR_train_329.png,,,,,TJDR/train/annotation/TJDR_train_329.png
DDR,train,DDR-SEGMENTATION/train/image/007-3386-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3386-200.tif,DDR-SEGMENTATION/train/label/HE/007-3386-200.tif,DDR-SEGMENTATION/train/label/MA/007-3386-200.tif,DDR-SEGMENTATION/train/label/SE/007-3386-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4220-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4220-200.tif,DDR-SEGMENTATION/train/label/HE/007-4220-200.tif,DDR-SEGMENTATION/train/label/MA/007-4220-200.tif,DDR-SEGMENTATION/train/label/SE/007-4220-200.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_54.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_54_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_54_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_54_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_54_SE.tif,
TJDR,train,TJDR/train/image/TJDR_train_247.png,,,,,TJDR/train/annotation/TJDR_train_247.png
DDR,train,DDR-SEGMENTATION/train/image/007-4586-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4586-200.tif,DDR-SEGMENTATION/train/label/HE/007-4586-200.tif,DDR-SEGMENTATION/train/label/MA/007-4586-200.tif,DDR-SEGMENTATION/train/label/SE/007-4586-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-6606-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6606-400.tif,DDR-SEGMENTATION/train/label/HE/007-6606-400.tif,DDR-SEGMENTATION/train/label/MA/007-6606-400.tif,DDR-SEGMENTATION/train/label/SE/007-6606-400.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170605153241003.jpg,DDR-SEGMENTATION/valid/label/EX/20170605153241003.tif,DDR-SEGMENTATION/valid/label/HE/20170605153241003.tif,DDR-SEGMENTATION/valid/label/MA/20170605153241003.tif,DDR-SEGMENTATION/valid/label/SE/20170605153241003.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_51.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_51_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_51_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_51_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_51_SE.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5133-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5133-300.tif,DDR-SEGMENTATION/train/label/HE/007-5133-300.tif,DDR-SEGMENTATION/train/label/MA/007-5133-300.tif,DDR-SEGMENTATION/train/label/SE/007-5133-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_351.png,,,,,TJDR/train/annotation/TJDR_train_351.png
DDR,train,DDR-SEGMENTATION/valid/image/007-6106-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-6106-300.tif,DDR-SEGMENTATION/valid/label/HE/007-6106-300.tif,DDR-SEGMENTATION/valid/label/MA/007-6106-300.tif,DDR-SEGMENTATION/valid/label/SE/007-6106-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3551-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3551-200.tif,DDR-SEGMENTATION/train/label/HE/007-3551-200.tif,DDR-SEGMENTATION/train/label/MA/007-3551-200.tif,DDR-SEGMENTATION/train/label/SE/007-3551-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5335-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5335-300.tif,DDR-SEGMENTATION/train/label/HE/007-5335-300.tif,DDR-SEGMENTATION/train/label/MA/007-5335-300.tif,DDR-SEGMENTATION/train/label/SE/007-5335-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_125.png,,,,,TJDR/train/annotation/TJDR_train_125.png
DDR,train,DDR-SEGMENTATION/train/image/007-3444-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3444-200.tif,DDR-SEGMENTATION/train/label/HE/007-3444-200.tif,DDR-SEGMENTATION/train/label/MA/007-3444-200.tif,DDR-SEGMENTATION/train/label/SE/007-3444-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-6519-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6519-400.tif,DDR-SEGMENTATION/train/label/HE/007-6519-400.tif,DDR-SEGMENTATION/train/label/MA/007-6519-400.tif,DDR-SEGMENTATION/train/label/SE/007-6519-400.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_12.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_12_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_12_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_12_MA.tif,,
DDR,train,DDR-SEGMENTATION/train/image/007-4936-300.jpg,DDR-SEGMENTATION/train/label/EX/007-4936-300.tif,DDR-SEGMENTATION/train/label/HE/007-4936-300.tif,DDR-SEGMENTATION/train/label/MA/007-4936-300.tif,DDR-SEGMENTATION/train/label/SE/007-4936-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4282-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4282-200.tif,DDR-SEGMENTATION/train/label/HE/007-4282-200.tif,DDR-SEGMENTATION/train/label/MA/007-4282-200.tif,DDR-SEGMENTATION/train/label/SE/007-4282-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_264.png,,,,,TJDR/train/annotation/TJDR_train_264.png
DDR,train,DDR-SEGMENTATION/train/image/007-2704-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2704-100.tif,DDR-SEGMENTATION/train/label/HE/007-2704-100.tif,DDR-SEGMENTATION/train/label/MA/007-2704-100.tif,DDR-SEGMENTATION/train/label/SE/007-2704-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-6577-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6577-400.tif,DDR-SEGMENTATION/train/label/HE/007-6577-400.tif,DDR-SEGMENTATION/train/label/MA/007-6577-400.tif,DDR-SEGMENTATION/train/label/SE/007-6577-400.tif,
TJDR,train,TJDR/train/image/TJDR_train_272.png,,,,,TJDR/train/annotation/TJDR_train_272.png
DDR,train,DDR-SEGMENTATION/train/image/007-4566-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4566-200.tif,DDR-SEGMENTATION/train/label/HE/007-4566-200.tif,DDR-SEGMENTATION/train/label/MA/007-4566-200.tif,DDR-SEGMENTATION/train/label/SE/007-4566-200.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_39.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_39_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_39_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_39_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_39_SE.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4518-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4518-200.tif,DDR-SEGMENTATION/train/label/HE/007-4518-200.tif,DDR-SEGMENTATION/train/label/MA/007-4518-200.tif,DDR-SEGMENTATION/train/label/SE/007-4518-200.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_08.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_08_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_08_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_08_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_08_SE.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-3038-100.jpg,DDR-SEGMENTATION/valid/label/EX/007-3038-100.tif,DDR-SEGMENTATION/valid/label/HE/007-3038-100.tif,DDR-SEGMENTATION/valid/label/MA/007-3038-100.tif,DDR-SEGMENTATION/valid/label/SE/007-3038-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5344-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5344-300.tif,DDR-SEGMENTATION/train/label/HE/007-5344-300.tif,DDR-SEGMENTATION/train/label/MA/007-5344-300.tif,DDR-SEGMENTATION/train/label/SE/007-5344-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_312.png,,,,,TJDR/train/annotation/TJDR_train_312.png
DDR,train,DDR-SEGMENTATION/valid/image/20170528180525740.jpg,DDR-SEGMENTATION/valid/label/EX/20170528180525740.tif,DDR-SEGMENTATION/valid/label/HE/20170528180525740.tif,DDR-SEGMENTATION/valid/label/MA/20170528180525740.tif,DDR-SEGMENTATION/valid/label/SE/20170528180525740.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4920-300.jpg,DDR-SEGMENTATION/train/label/EX/007-4920-300.tif,DDR-SEGMENTATION/train/label/HE/007-4920-300.tif,DDR-SEGMENTATION/train/label/MA/007-4920-300.tif,DDR-SEGMENTATION/train/label/SE/007-4920-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5623-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5623-300.tif,DDR-SEGMENTATION/train/label/HE/007-5623-300.tif,DDR-SEGMENTATION/train/label/MA/007-5623-300.tif,DDR-SEGMENTATION/train/label/SE/007-5623-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-6361-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6361-400.tif,DDR-SEGMENTATION/train/label/HE/007-6361-400.tif,DDR-SEGMENTATION/train/label/MA/007-6361-400.tif,DDR-SEGMENTATION/train/label/SE/007-6361-400.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5435-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5435-300.tif,DDR-SEGMENTATION/train/label/HE/007-5435-300.tif,DDR-SEGMENTATION/train/label/MA/007-5435-300.tif,DDR-SEGMENTATION/train/label/SE/007-5435-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3459-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3459-200.tif,DDR-SEGMENTATION/train/label/HE/007-3459-200.tif,DDR-SEGMENTATION/train/label/MA/007-3459-200.tif,DDR-SEGMENTATION/train/label/SE/007-3459-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_288.png,,,,,TJDR/train/annotation/TJDR_train_288.png
DDR,train,DDR-SEGMENTATION/train/image/007-4090-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4090-200.tif,DDR-SEGMENTATION/train/label/HE/007-4090-200.tif,DDR-SEGMENTATION/train/label/MA/007-4090-200.tif,DDR-SEGMENTATION/train/label/SE/007-4090-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_301.png,,,,,TJDR/train/annotation/TJDR_train_301.png
TJDR,train,TJDR/train/image/TJDR_train_354.png,,,,,TJDR/train/annotation/TJDR_train_354.png
DDR,train,DDR-SEGMENTATION/train/image/007-4273-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4273-200.tif,DDR-SEGMENTATION/train/label/HE/007-4273-200.tif,DDR-SEGMENTATION/train/label/MA/007-4273-200.tif,DDR-SEGMENTATION/train/label/SE/007-4273-200.tif,
TJDR,train,TJDR/train/image/TJDR_train_066.png,,,,,TJDR/train/annotation/TJDR_train_066.png
DDR,train,DDR-SEGMENTATION/train/image/007-2771-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2771-100.tif,DDR-SEGMENTATION/train/label/HE/007-2771-100.tif,DDR-SEGMENTATION/train/label/MA/007-2771-100.tif,DDR-SEGMENTATION/train/label/SE/007-2771-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-6075-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-6075-300.tif,DDR-SEGMENTATION/valid/label/HE/007-6075-300.tif,DDR-SEGMENTATION/valid/label/MA/007-6075-300.tif,DDR-SEGMENTATION/valid/label/SE/007-6075-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_161.png,,,,,TJDR/train/annotation/TJDR_train_161.png
DDR,train,DDR-SEGMENTATION/train/image/007-3418-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3418-200.tif,DDR-SEGMENTATION/train/label/HE/007-3418-200.tif,DDR-SEGMENTATION/train/label/MA/007-3418-200.tif,DDR-SEGMENTATION/train/label/SE/007-3418-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2394-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2394-100.tif,DDR-SEGMENTATION/train/label/HE/007-2394-100.tif,DDR-SEGMENTATION/train/label/MA/007-2394-100.tif,DDR-SEGMENTATION/train/label/SE/007-2394-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-6363-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6363-400.tif,DDR-SEGMENTATION/train/label/HE/007-6363-400.tif,DDR-SEGMENTATION/train/label/MA/007-6363-400.tif,DDR-SEGMENTATION/train/label/SE/007-6363-400.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170504152654027.jpg,DDR-SEGMENTATION/valid/label/EX/20170504152654027.tif,DDR-SEGMENTATION/valid/label/HE/20170504152654027.tif,DDR-SEGMENTATION/valid/label/MA/20170504152654027.tif,DDR-SEGMENTATION/valid/label/SE/20170504152654027.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5286-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5286-300.tif,DDR-SEGMENTATION/train/label/HE/007-5286-300.tif,DDR-SEGMENTATION/train/label/MA/007-5286-300.tif,DDR-SEGMENTATION/train/label/SE/007-5286-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2218-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2218-100.tif,DDR-SEGMENTATION/train/label/HE/007-2218-100.tif,DDR-SEGMENTATION/train/label/MA/007-2218-100.tif,DDR-SEGMENTATION/train/label/SE/007-2218-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4285-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4285-200.tif,DDR-SEGMENTATION/train/label/HE/007-4285-200.tif,DDR-SEGMENTATION/train/label/MA/007-4285-200.tif,DDR-SEGMENTATION/train/label/SE/007-4285-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4961-300.jpg,DDR-SEGMENTATION/train/label/EX/007-4961-300.tif,DDR-SEGMENTATION/train/label/HE/007-4961-300.tif,DDR-SEGMENTATION/train/label/MA/007-4961-300.tif,DDR-SEGMENTATION/train/label/SE/007-4961-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_388.png,,,,,TJDR/train/annotation/TJDR_train_388.png
TJDR,train,TJDR/train/image/TJDR_train_416.png,,,,,TJDR/train/annotation/TJDR_train_416.png
DDR,train,DDR-SEGMENTATION/train/image/007-5172-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5172-300.tif,DDR-SEGMENTATION/train/label/HE/007-5172-300.tif,DDR-SEGMENTATION/train/label/MA/007-5172-300.tif,DDR-SEGMENTATION/train/label/SE/007-5172-300.tif,
TJDR,train,TJDR/train/image/TJDR_train_098.png,,,,,TJDR/train/annotation/TJDR_train_098.png
TJDR,train,TJDR/train/image/TJDR_train_305.png,,,,,TJDR/train/annotation/TJDR_train_305.png
IDRID,train,IDRID/Original_Images/train/IDRiD_20.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_20_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_20_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_20_MA.tif,,
TJDR,train,TJDR/train/image/TJDR_train_275.png,,,,,TJDR/train/annotation/TJDR_train_275.png
TJDR,train,TJDR/train/image/TJDR_train_137.png,,,,,TJDR/train/annotation/TJDR_train_137.png
DDR,train,DDR-SEGMENTATION/train/image/007-6722-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6722-400.tif,DDR-SEGMENTATION/train/label/HE/007-6722-400.tif,DDR-SEGMENTATION/train/label/MA/007-6722-400.tif,DDR-SEGMENTATION/train/label/SE/007-6722-400.tif,
TJDR,train,TJDR/train/image/TJDR_train_396.png,,,,,TJDR/train/annotation/TJDR_train_396.png
